pos word,label
NN larceny,disgust
NN tickle,anticipation|joy|surprise|trust
JJ subordinate,fear
JJ sour,disgust
NN fort,trust
NN gate,trust
VB chairman,trust
VB sorrow,fear|sadness
NN humanity,joy|trust
NN rash,disgust
NN commission,trust
NN gasp,surprise
JJ shameless,disgust
VB honeymoon,anticipation|joy|surprise|trust
JJ haughty,anger
NN armor,fear|trust
VB impart,trust
NN prison,anger|fear|sadness
RB long,anticipation
JJ hindering,sadness
NN gash,fear
VB father,trust
NN bunker,fear
VB patronage,trust
NN greeting,surprise
VB oppress,anger|disgust|fear|sadness
NN rave,anger|disgust|joy|surprise|trust
JJ unsatisfactory,disgust
NN adder,anger|disgust|fear|sadness
NN parliament,trust
VB deranged,anger|disgust|fear
VB killing,anger|fear|sadness
NN paragon,anticipation|joy|trust
NN aversion,anger|disgust|fear
NN bequest,trust
JJ privy,trust
NN merchant,trust
NN duplicity,anger
NN bacteria,disgust|fear|sadness
VB caution,anger|anticipation|fear
VB revoke,anger|disgust|fear|sadness
NN pig,disgust
NN reproach,anger|disgust|sadness
VB inform,trust
NN stink,disgust
VB jail,fear|sadness
NN locust,fear
NN sting,anger|fear
NN benevolence,joy|trust
VB healing,anticipation|joy|trust
RB bang,anger|disgust|fear|sadness|surprise
NN stint,fear|sadness
JJ relevant,trust
NN descent,fear|sadness
JJ suffocating,disgust|fear|sadness
VB halter,anger|fear|sadness
NN morals,anger|anticipation|disgust|joy|surprise|trust
JJ unstable,fear|surprise
NN bastard,disgust|sadness
NN pop,surprise
VB startle,fear|surprise
VB revolt,anger|surprise
JJ clean,joy|trust
NN pow,anger
NN handbook,trust
NN diplomacy,anticipation|trust
NN morality,trust
JJ saturated,disgust
NN slave,anger|fear|sadness
VB practise,anticipation
NN delegate,trust
NN mimicry,surprise
NN handicap,sadness
JJ sore,anger|sadness
VB proceeding,anticipation
NN foul,anger|disgust|fear
NN elder,trust
VB slay,anger
VB protected,trust
NN secular,anticipation
JJ imprisoned,anger|disgust|fear|sadness
NN gawk,surprise
NN diagnosis,anticipation|fear|trust
NN censor,anger|disgust|fear|trust
VB slam,anger|fear|surprise
JJ aggressive,anger|fear
VB slap,anger|surprise
NN carcass,disgust|fear|sadness
JJ visionary,anticipation|joy|trust
NN sweets,anticipation|joy
NN dirt,disgust
NN exuberance,joy
NN shopkeeper,trust
JJ undesirable,anger|disgust|fear|sadness
JJ obtainable,joy
JJ crushed,anger|disgust|fear|sadness
JJ malicious,anger|disgust|fear|sadness
NN terminal,fear|sadness
JJ contaminated,disgust|fear|sadness
NN diligence,trust
JJ victorious,joy
NN swarm,disgust
VB noose,sadness
NN libel,anger|fear|trust
JJ serene,trust
JJ indestructible,trust
NN collusion,anger|disgust|fear|sadness
NN blasphemy,anger
NN slash,anger
NN hypothesis,anticipation|surprise
VB discolored,disgust|sadness
VB reward,anticipation|joy|surprise|trust
JJ laughing,joy
NN preliminary,anticipation
NN gall,anger|disgust
NN subordinate,fear
NN cannibalism,disgust
JJ recurrent,anticipation
NN superstition,fear
RB wrongly,anger|fear|sadness
NN endemic,disgust|fear|sadness
JJ shabby,disgust
VB slander,anger|disgust
VB recruits,trust
JJ stripped,anger|anticipation|disgust|fear|sadness
NN tribulation,fear|sadness
VB bankrupt,fear|sadness
VB censor,anger|disgust|fear|trust
NN pastor,joy|trust
NN pay,anticipation|joy|trust
NN intelligence,fear|joy|trust
VB insult,anger|disgust|sadness|surprise
NN gang,anger|fear
NN unfairness,anger|sadness
NN debris,disgust
NN infidel,anger|disgust|fear
JJ untidy,disgust
NN payback,anger
NN hurt,anger|fear|sadness
VB prohibited,anger|disgust|fear
NN swamp,disgust|fear
VB feud,anger
VB nettle,anger|disgust
JJ akin,trust
JJ personal,trust
JJ untitled,sadness
NN bylaw,trust
VB indict,anger|fear
NN punch,anger|fear|sadness|surprise
NN mishap,disgust|fear|sadness|surprise
JJ patriarchal,trust
VB providing,anticipation|joy|trust
NN optimism,anticipation|joy|surprise|trust
NN food,joy|trust
VB fete,anticipation|joy|surprise
JJ averse,anger|disgust|fear
NN supporter,joy|trust
RB precious,anticipation|joy|surprise
NN routine,trust
NN optimist,trust
VB compensate,anticipation|joy|surprise|trust
JJ contemptuous,anger
NN magician,surprise
VB mouth,surprise
NN gape,surprise
JJ grotesque,disgust
NN reverie,joy|trust
NN tension,anger
VB perished,sadness
NN morrow,anticipation
VB overestimate,surprise
NN rating,anger|fear|sadness
JJ considerate,trust
NN misconduct,disgust
VB stolen,anger
VB sacrifices,disgust|fear|sadness
VB lagging,anger|anticipation|disgust|sadness
NN noncompliance,anger|anticipation|fear|sadness
NN melancholy,sadness
NN dike,fear
NN appeal,anticipation
VB depart,anticipation|sadness
VB mourn,sadness
VB sabotage,anger|disgust|fear|sadness|surprise
VB truck,trust
JJ glum,sadness
NN vigil,anticipation
VB employ,trust
JJ difficult,fear
JJ vigorous,trust
NN delivery,anticipation
VB succeed,anticipation|joy|surprise|trust
NN leeches,disgust|fear
VB taboo,disgust|fear
VB insure,trust
NN irritation,anger|disgust|sadness
NN money,anger|anticipation|joy|surprise|trust
NN beach,joy
NN fiend,anger|disgust|fear
NN fool,disgust
NN rape,anger|disgust|fear|sadness
NN lunacy,anger|disgust|fear|sadness
VB rule,fear|trust
NN landslide,fear|sadness
VB partake,trust
NN demand,anger
JJ sly,anger|disgust|fear
JJ measured,trust
VB gulp,fear|surprise
NN beast,anger|fear
NN teacher,trust
NN framework,trust
JJ irrefutable,trust
NN disinformation,anger|fear
RB furiously,anger
NN nappy,disgust
VB celebrated,anticipation|joy
NN fundamental,trust
NN protector,trust
VB quail,fear
JJ hurt,anger|fear|sadness
NN blessings,anticipation|joy|surprise|trust
VB teach,joy|surprise|trust
NN ruin,fear|sadness
NN yearning,anticipation|joy|trust
VB result,anticipation
NN hermaphrodite,surprise
JJ destroyed,anger|fear|sadness
NN lethargy,sadness
JJ disheartening,sadness
NN crash,fear|sadness|surprise
NN excellence,disgust|joy|trust
NN butler,trust
VB befriend,joy|trust
NN smell,anger|disgust
NN massacre,anger|disgust|fear|sadness
JJ immovable,trust
NN accuser,anger|fear
JJ blindfold,anticipation|fear|surprise
NN gulp,fear|surprise
NN rule,fear|trust
NN accused,anger|fear
NN harshness,anger|fear
VB quake,fear
NN sultan,fear
NN diary,joy|trust
VB ruin,fear|sadness
VB saturated,disgust
NN torture,anger|anticipation|disgust|fear|sadness
NN hiding,fear
NN atrophy,disgust|fear|sadness
JJ undesired,sadness
NN cabinet,trust
NN glide,anticipation|joy
JJ shining,anticipation|joy
JJ prepared,anticipation|trust
NN shelter,trust
VB fret,fear
NN incurable,anger|disgust|fear|sadness
NN penalty,anger|fear|sadness
VB guarantee,trust
NN custodian,trust
VB chuckle,anticipation|joy|surprise|trust
VB butcher,anger|disgust|fear
VB quivering,fear
JJ uninterested,sadness
NN bedrock,trust
NN gnome,anger|disgust|fear
JJ distracted,anger
NN policeman,fear|trust
NN brutality,anger|fear
NN behemoth,fear
JJ interested,disgust|sadness
RB worse,fear|sadness
JJ triumphant,anticipation|joy|trust
NN hysteria,fear
NN flood,fear
JJ sunk,disgust|fear|sadness
VB demoralized,fear|sadness
NN recidivism,anger|disgust|sadness
VB skirmish,anger
JJ hostile,anger|disgust|fear
NN crawl,disgust
NN compact,trust
JJ tasteless,disgust
NN coward,disgust|fear|sadness
JJ black,sadness
NN deflation,fear
NN cyclone,fear|surprise
NN poke,anticipation
VB contaminate,disgust
VB dread,anticipation|fear
NN departure,sadness
JJ indelible,trust
NN safeguard,trust
JJ absent,sadness
NN opera,anger|anticipation|fear|joy|sadness|surprise|trust
NN revenge,anger|anticipation|fear|surprise
JJ cystic,disgust
JJ grim,anger|anticipation|disgust|fear|sadness
NN fall,sadness
JJ hungry,anticipation
VB snake,disgust|fear
JJ irritable,anger
NN perfection,anticipation|joy|surprise|trust
NN outburst,anger|fear|joy|sadness|surprise
JJ violent,anger|disgust|fear|surprise
VB convinced,trust
NN interrupt,anger|surprise
NN fitting,anticipation|joy|trust
NN saber,anger|fear
VB mess,disgust
NN martyr,fear|sadness
NN operation,fear|trust
JJ filthy,disgust
JJ agreed,trust
VB confront,anger
NN scorpion,anger|disgust|fear|surprise
NN orthodoxy,trust
JJ cutting,anger|disgust|fear|sadness
VB halting,fear|sadness
JJ luxurious,joy
VB chicane,anticipation|surprise|trust
NN disruption,anger|fear|surprise
NN mockery,disgust
VB infect,disgust
JJ prevalent,trust
VB expose,anticipation|fear
NN armory,trust
NN critter,disgust
JJ distasteful,disgust
JJ watchful,trust
VB longing,anticipation|sadness
VB quash,fear
VB stifled,anger|fear|sadness
NN immediacy,surprise
NN doomed,fear|sadness
VB satisfied,joy
JJ sinful,anger|disgust|fear|sadness
NN sisterhood,anger|sadness|surprise|trust
NN seclusion,fear
VB soldier,anger|sadness
NN giggle,joy
NN pledge,joy|trust
NN hostility,anger|disgust
VB mediate,anticipation|trust
NN aesthetics,joy
NN edification,anticipation|joy|trust
JJ preparatory,anticipation
VB disclosed,trust
NN mess,disgust
NN haste,anticipation
JJ rash,disgust
VB displeased,anger|disgust|fear|sadness
JJ cloudy,sadness
NN convergence,anticipation
NN obscenity,anger|disgust
NN commemoration,anticipation|joy
JJ explosive,anger|anticipation|fear|surprise
VB disintegrate,disgust|fear
VB eyewitness,trust
NN slayer,anger|disgust|fear|sadness|surprise
VB snare,fear
NN killing,anger|fear|sadness
VB scare,anger|anticipation|fear|surprise
VB snarl,anger|disgust
NN cramp,anticipation
VB discourage,fear|sadness
JJ ravenous,anger|fear|sadness
JJ rapt,joy|surprise|trust
NN arraignment,anger|fear|sadness
JJ attacking,anger|disgust|fear|sadness|surprise
VB glare,anger|fear
VB negotiate,trust
VB scrub,disgust
NN amour,anticipation|joy|trust
NN grandfather,trust
JJ mortuary,fear|sadness
VB stable,trust
NN planning,anticipation|trust
NN gorge,disgust
VB laugh,joy|surprise
NN wilderness,anticipation|fear|sadness
VB withdraw,sadness
JJ selfish,anger|disgust
VB tease,anger|anticipation|sadness
JJ ineffectual,disgust
JJ fallacious,anger
VB doctor,trust
NN wildfire,fear|sadness|surprise
JJ ferocious,anger|disgust|fear
NN missile,fear
JJ unacceptable,sadness
JJ romantic,anticipation|joy|trust
JJ guarded,trust
JJ beaming,anticipation|joy
NN primer,trust
JJ frantic,anticipation|disgust|fear|surprise
NN harvest,anticipation|joy
VB usurp,anger
NN guardianship,trust
JJ competent,trust
NN fret,fear
VB shooting,anger|fear
VB kicking,anger
VB dying,anger|disgust|fear|sadness
NN craps,anticipation
JJ gorgeous,joy
JJ amusing,joy
JJ sincere,trust
JJ bum,disgust|sadness
JJ sneaking,anticipation|fear|trust
JJ retaliatory,anger
NN reconstruction,anticipation
VB shipwreck,fear|sadness
NN disgust,anger|disgust|fear|sadness
NN fact,trust
VB harbinger,anger|anticipation|fear
NN mafia,fear
VB wreck,anger|disgust|fear|sadness|surprise
NN commemorative,anticipation
VB bargain,trust
NN whore,disgust
NN spoil,disgust
JJ frustrated,anger
NN holocaust,anger|disgust|fear|sadness
VB belt,anger|fear
JJ bereaved,sadness
VB incense,anger
JJ perverted,disgust
NN assembly,trust
NN quiet,sadness
JJ advised,trust
NN apparition,fear|surprise
VB hardened,anger|disgust|fear
NN overload,sadness
VB marvel,surprise
NN asylum,fear
VB canker,anger|disgust
VB thought,anticipation
NN elect,trust
VB prowl,fear|surprise
JJ wireless,anger|anticipation|surprise
JJ green,joy|trust
VB default,disgust|fear|sadness
NN deviation,sadness
JJ profane,anger
JJ derogatory,anger|disgust|fear|sadness
VB disparage,anger|disgust|sadness
NN scolding,anger
VB worried,sadness
JJ greedy,disgust
NN urn,sadness
NN invasion,anger
VB wasting,disgust|fear|sadness
NN lawyer,anger|disgust|fear
NN aphid,disgust
VB wreak,anger
NN inhumanity,sadness
NN prophet,anticipation|trust
RB tandem,trust
VB prosper,anticipation|joy
VB rejoicing,anticipation|joy|surprise
JJ hilarious,joy|surprise
JJ resentful,anger
NN interior,disgust|trust
JJ sensuous,joy
NN piles,disgust
NN sham,anger|disgust
NN terrorist,anger|disgust|fear|sadness|surprise
NN vulgarity,anger|disgust|sadness
VB bereaved,sadness
JJ spiteful,anger
VB prejudiced,disgust|fear
VB reproach,anger|disgust|sadness
VB tinsel,joy
NN quiver,fear
VB pollute,disgust
NN compass,trust
NN terrorism,anger|disgust|fear|sadness
JJ wimpy,anger|disgust|fear|sadness
VB exciting,anticipation|joy|surprise
JJ idiotic,anger|disgust
VB dispossessed,anger|fear|sadness
NN avarice,anger|disgust
VB mourning,sadness
RB late,sadness
JJ differential,trust
NN real,trust
NN orphan,fear|sadness
VB center,trust
JJ hysterical,anger|fear
NN fervor,anger|joy
VB litigate,anger|anticipation|disgust|fear|sadness
VB practiced,joy|surprise|trust
JJ terrible,anger|disgust|fear|sadness
NN settlor,fear
NN proviso,trust
NN contingent,anticipation
JJ proficient,trust
NN derogation,anger|disgust|fear|sadness
NN projectiles,fear
JJ distraught,sadness
VB enroll,anticipation|trust
JJ temperate,trust
VB cursing,anger|disgust
JJ sectarian,anger|fear
JJ shaky,anger|anticipation|fear
NN janitor,disgust
JJ weary,sadness
JJ joyous,joy
NN gentry,trust
NN sprain,sadness
NN resources,joy|trust
VB threaten,anger|anticipation|fear
NN gush,disgust|joy
NN suffocation,anger|fear
NN scalpel,fear
JJ unspeakable,fear
NN guru,trust
NN tribune,trust
NN fang,fear
NN poll,trust
NN feeling,anger|anticipation|disgust|fear|joy|sadness|surprise|trust
VB proof,trust
NN jeopardy,anticipation|fear
VB aggravating,anger|sadness
NN ordeal,anger|surprise
NN crazy,anger|fear|sadness
VB abhor,anger|disgust|fear
VB screwed,anger
VB whimper,fear|sadness
NN ultimatum,anger|fear
JJ bully,anger|fear
VB broadside,anticipation
VB ailing,fear|sadness
VB bear,anger|fear
NN grievance,anger|disgust|sadness
VB disappointed,anger|disgust|sadness
JJ senseless,anger|disgust|fear|sadness|surprise
VB abyss,fear|sadness
NN plump,anticipation
JJ soulless,disgust|fear|sadness
NN louse,disgust
JJ cohesive,trust
NN laxative,disgust|fear
JJ chicken,fear
VB beam,joy
VB counsel,trust
JJ bad,anger|disgust|fear|sadness
NN die,fear|sadness
NN casualty,anger|fear|sadness
NN military,fear
VB restrained,fear
NN arguments,anger
NN career,anticipation
NN architecture,trust
NN perspiration,disgust
JJ mourning,sadness
NN familiar,trust
NN cheat,anger|disgust
VB batter,anger|fear
NN impartiality,trust
NN shanghai,disgust|fear
VB quack,disgust
VB die,fear|sadness
VB battled,anger|fear|sadness
NN splendor,anticipation|joy|surprise
NN uphill,anticipation|fear
JJ gray,disgust|sadness
JJ provoking,anger|disgust
NN upset,anger|sadness
NN delusion,anger|fear|sadness
NN loneliness,fear|sadness
NN ribbon,anger|anticipation|joy
VB ambush,anger|fear|surprise
JJ burlesque,surprise
NN moody,anger|sadness
NN legislature,trust
NN don,trust
JJ blame,anger|disgust
NN farm,anticipation
NN surcharge,anger
JJ speculative,anticipation
NN merit,trust
NN hydrocephalus,disgust|fear|sadness
NN courier,trust
JJ degrading,disgust|fear|sadness
VB don,trust
JJ demonic,anger|disgust|fear|sadness
VB prevail,anticipation|joy
NN incrimination,fear|sadness
VB tremor,anger|anticipation|fear|sadness
RB badly,sadness
NN ache,sadness
NN proceeding,anticipation
NN illumination,joy|surprise|trust
NN assessment,surprise|trust
VB blister,disgust
NN rascal,anger|disgust|fear
JJ fearless,fear
NN seriousness,fear|sadness
JJ effective,trust
JJ expectant,anticipation
NN seniority,trust
VB frowning,anger|disgust|sadness
NN incontinence,surprise
NN porn,disgust
NN cheer,anticipation|joy|surprise|trust
JJ accountable,trust
NN deceit,anger|disgust|fear|sadness|surprise
JJ stealthy,anticipation|fear|surprise
NN patronage,trust
VB blemish,anger|disgust|fear|sadness
NN fate,anticipation
NN ministry,joy|trust
NN buzz,anticipation|fear
VB shrink,fear|sadness
VB cry,sadness
JJ foreboding,anticipation|fear
NN pneumonia,fear
VB watch,anticipation|fear
VB falter,fear
JJ touchy,anger|sadness
NN insulation,trust
NN time,anticipation
NN urgency,anticipation|fear|surprise
VB casket,fear|sadness
NN supporting,trust
VB angling,anticipation
NN eel,fear
JJ top,anticipation|trust
VB degrade,disgust
NN equality,joy|trust
VB mentor,trust
NN sewerage,disgust
NN dentistry,fear
JJ discriminate,anger|sadness
VB vote,anger|anticipation|joy|sadness|surprise|trust
VB buzz,anticipation|fear
NN evanescence,sadness|surprise
VB time,anticipation
JJ variable,surprise
VB battle,anger
NN martial,anger
NN nicotine,disgust
VB scaffold,fear
VB plunge,fear
VB shrill,anger|fear|surprise
VB palsy,disgust|fear|sadness
NN pornography,disgust
NN dependent,trust
VB shout,anger|surprise
JJ content,joy|trust
JJ deleterious,anger|disgust|fear
JJ enchanting,anticipation|joy
NN heroism,anticipation|joy|surprise|trust
VB shove,anger
NN mystic,surprise
JJ reflex,surprise
VB cop,fear|trust
JJ wrinkled,sadness
VB picket,anger|anticipation|fear
JJ furious,anger|disgust
RB forcibly,anger|fear
VB admire,trust
NN nurture,anger|anticipation|disgust|fear|joy|trust
NN vote,anger|anticipation|joy|sadness|surprise|trust
VB expel,anger|disgust|fear|sadness
NN lava,anger|fear
NN rapture,anticipation|joy
JJ defenseless,fear|sadness
NN throttle,anger
VB ware,fear
NN assist,trust
VB swig,disgust
VB warn,anticipation|fear|surprise|trust
JJ amicable,joy
VB swim,anticipation|fear|joy
JJ questionable,disgust
JJ starry,anticipation|joy
VB ballot,anticipation|trust
VB warp,anger|sadness
VB lash,anger|fear
NN saliva,anticipation
NN aggression,anger|fear
VB believed,trust
JJ wasteful,anger|disgust|sadness
NN aching,sadness
NN surety,trust
JJ accredited,trust
NN fight,anger|fear
VB liking,joy|trust
NN gonorrhea,anger|disgust|fear|sadness
JJ healthful,joy
VB thriving,anticipation|joy
NN dismay,anger|anticipation|fear|sadness|surprise
NN battalion,anger
NN accident,fear|sadness|surprise
NN credibility,trust
JJ older,sadness
NN disability,sadness
JJ coy,fear
NN contributor,trust
JJ unprecedented,surprise
NN expedition,anticipation
NN straits,fear
VB cue,anticipation
NN hilarity,joy
NN amnesty,joy
NN volatility,anger|anticipation|fear|surprise
NN dinosaur,fear
JJ synergistic,trust
VB possessed,anger|disgust|fear
VB lunge,surprise
JJ sullen,anger|sadness
NN gladness,joy
VB prepare,anticipation
JJ bridal,anticipation|joy|trust
VB revenge,anger|anticipation|fear|surprise
VB affirm,trust
NN tumour,fear|sadness
NN speculation,fear|sadness
JJ unpleasant,disgust|sadness
NN heroine,trust
VB lying,anger|disgust
NN eventuality,anticipation|fear
VB wane,sadness
NN illusion,surprise
NN falsification,anger
JJ reverend,joy
VB change,fear
NN bride,anticipation|joy|trust
NN invader,anger|fear|sadness
VB buss,joy
NN infraction,anger
JJ punishing,anger|fear|sadness
VB shriek,anger|fear|sadness|surprise
NN smelling,disgust
NN lamb,joy|trust
NN mangle,anger|disgust|fear|sadness
JJ stranger,fear
VB bury,sadness
JJ arid,sadness
JJ intolerant,anger|disgust|fear|sadness
NN interment,sadness
NN disparity,anger|disgust|sadness
NN instructor,anticipation|trust
VB assault,anger|fear
VB gauging,trust
NN antithesis,anger
NN razor,fear
VB thwart,surprise
NN burke,anger|disgust|fear|sadness
JJ unknown,anticipation|fear
NN fleece,anger|disgust|sadness
VB nurse,trust
NN spook,fear
NN execution,anger|fear|sadness|trust
VB travesty,disgust|fear|sadness
VB lamb,joy|trust
NN venom,anger|disgust|fear
NN boxing,anger
NN wane,sadness
NN homework,fear
NN worrying,anticipation|fear|sadness
NN lover,anticipation|joy|trust
NN buss,joy
NN troll,anger|fear
NN firstborn,anticipation|joy|trust
NN tiff,anger
NN scrimmage,surprise
NN dissonance,anger
VB cursed,anger|fear|sadness
VB disgusting,anger|disgust|fear
JJ shrill,anger|fear|surprise
VB chance,surprise
NN throb,fear|sadness
NN husbandry,trust
RB bad,anger|disgust|fear|sadness
JJ proven,trust
JJ weakly,fear|sadness
VB wail,fear|sadness
JJ olfactory,anticipation
VB wrangling,anger|disgust|fear|sadness
VB rescue,anticipation|joy|surprise|trust
VB wait,anticipation
JJ uninvited,sadness
NN overture,anticipation
JJ shady,fear
NN blackmail,anger|fear
NN conquest,anger|fear
VB disagree,anger
NN donkey,disgust
NN doubt,fear|sadness|trust
NN theorem,trust
NN lockup,fear|sadness
NN mutilation,anger|disgust|fear|sadness
NN roadster,joy|trust
VB emphasize,trust
JJ arrogant,anger|disgust
JJ lesbian,disgust|sadness
NN swim,anticipation|fear|joy
NN warp,anger|sadness
VB commemorate,anticipation|joy|sadness
NN wart,disgust
JJ ailing,fear|sadness
NN swig,disgust
NN lash,anger|fear
NN pilot,trust
VB pound,anger
NN inferior,sadness
NN theology,anticipation
NN ecstasy,anticipation|joy
NN ware,fear
NN gibberish,anger
NN musket,fear
VB furrow,sadness
JJ contemptible,anger|disgust
VB harvest,anticipation|joy
NN clearance,trust
VB disgust,anger|disgust|fear|sadness
VB accused,anger|fear
JJ celestial,anticipation|joy
VB shock,anger|fear|surprise
NN clash,anger
JJ lovable,joy|trust
VB victimized,anger|disgust|fear|sadness|surprise
JJ exalted,joy|trust
JJ fussy,disgust
NN frank,trust
JJ armored,fear
JJ charitable,anticipation|joy|trust
VB defended,trust
VB devastate,anger|fear|sadness
JJ mysterious,anticipation|fear|surprise
NN happiness,anticipation|joy
JJ drunken,disgust
VB cap,anticipation|trust
NN anthrax,disgust|fear|sadness
NN shaking,fear
VB compliment,anticipation|joy|surprise|trust
VB tax,sadness
NN haunt,fear
NN puppy,anticipation|trust
NN runaway,sadness
NN blockade,anger|fear|sadness
NN differential,trust
JJ definitive,trust
NN belt,anger|fear
NN swastika,anger|fear
NN luxury,joy
NN giant,fear
NN angling,anticipation
JJ infantile,anger|disgust
NN purgatory,disgust|fear
VB worsening,disgust|sadness
VB lace,anger|fear|sadness|trust
NN stealing,disgust|fear
JJ gruff,anger|disgust
VB shelter,trust
VB rocket,anger
VB buried,fear|sadness
NN simmer,anger|anticipation
VB illuminate,anticipation|joy|surprise
NN discontinuity,disgust|fear|sadness
JJ tortious,anger|disgust
NN rabble,anger|fear
VB strip,sadness
JJ undying,anticipation|joy|sadness|trust
JJ infamous,anger|disgust|fear
NN cyst,fear|sadness
NN ambulance,fear|trust
NN penetration,anger|fear
NN exile,anger|fear|sadness
NN agreement,trust
JJ outstanding,joy
JJ dynamic,surprise
JJ somatic,surprise
NN treadmill,anticipation
NN institute,trust
NN sewage,disgust
JJ horrified,fear
JJ dire,disgust|fear|sadness|surprise
VB experiment,anticipation|surprise
JJ incident,surprise
NN maxim,trust
JJ dirt,disgust
NN devastation,anger|fear|sadness|surprise
NN travesty,disgust|fear|sadness
NN audience,anticipation
JJ malign,anger|disgust
NN carol,joy|trust
NN wound,anger|fear|sadness
RB heartily,joy
VB muff,anger|disgust
JJ abortive,sadness
NN infertility,sadness
JJ sensual,anticipation|joy|surprise|trust
NN governor,trust
VB bloom,anticipation|joy|trust
JJ foul,anger|disgust|fear
JJ resistant,fear
VB associate,trust
NN agony,anger|fear|sadness
VB taunt,anger|fear|sadness
JJ cathedral,joy|trust
JJ tawny,disgust
VB addresses,anticipation
VB hazard,fear
NN chairwoman,trust
VB climax,anticipation|joy|surprise|trust
JJ dishonest,anger|disgust|sadness
NN felon,fear
VB punished,anger|anticipation|disgust|fear|sadness
VB sickening,anger|disgust|fear|sadness
VB muck,disgust
VB waste,disgust
VB aspire,anticipation|joy
JJ insignificant,anger|sadness
NN combatant,anger|fear
NN subversion,anger|fear
VB stain,disgust
NN revels,joy
VB beggar,sadness
VB buck,fear|surprise
JJ flabby,disgust
VB stall,disgust
NN vow,anticipation|joy|trust
VB stalk,fear
NN shepherd,trust
JJ unforeseen,surprise
VB falsify,disgust
VB implicate,anger
VB insulting,anger|disgust|fear|sadness
JJ ethereal,fear
NN independence,anticipation|joy|surprise|trust
NN bear,anger|fear
NN periodicity,trust
NN whimper,fear|sadness
VB disagreeing,anger|sadness
VB raffle,anticipation|surprise
JJ rabid,anger|anticipation|disgust|fear|sadness
NN sovereign,trust
NN beam,joy
VB improve,anticipation|joy|trust
JJ inhospitable,sadness
VB distracting,anger|anticipation
NN bellows,anger
NN elf,anger|disgust|fear
VB reassure,trust
NN spoiler,sadness
VB raging,anger|disgust|fear
VB disable,fear|sadness
NN catastrophe,anger|disgust|fear|sadness|surprise
JJ related,trust
VB coach,trust
VB brazen,anger
JJ awful,anger|disgust|fear|sadness
VB ground,trust
JJ inspired,joy|surprise|trust
JJ culinary,trust
VB blessing,anticipation|joy|trust
NN matchmaker,anticipation
JJ relative,trust
VB abandon,fear|sadness
JJ maternal,anticipation
NN witch,anger|disgust|fear
JJ uncertain,anger|disgust|fear|surprise
NN absence,fear|sadness
NN blister,disgust
JJ exhaustive,trust
VB crushed,anger|disgust|fear|sadness
NN cautious,anticipation|fear|trust
VB shoot,anger|fear
NN lightning,anger|fear|surprise
NN crucifixion,anger|disgust|fear|sadness
VB motion,anticipation
VB communicate,trust
VB top,anticipation|trust
NN countryman,trust
VB regret,sadness
JJ noble,trust
VB deceased,sadness
NN beer,joy
VB mortgage,fear
NN mortification,anticipation|disgust|fear|sadness
JJ white,anticipation|joy|trust
VB representing,anticipation
JJ prophetic,anticipation
VB disfigured,anger|disgust|fear|sadness
JJ untold,anticipation
NN scripture,trust
VB charmed,joy
NN subversive,anger|surprise
VB start,anticipation
RB surprisingly,anticipation|surprise
VB dumps,anger|sadness
VB agonizing,fear
NN chocolate,anticipation|joy|trust
RB wearily,sadness
JJ notable,joy|trust
NN compulsion,anger
VB growling,anger|disgust|fear
JJ sudden,surprise
NN expert,trust
NN horizon,anticipation
JJ overbearing,anger
NN revel,joy
JJ hateful,anger|disgust|fear|sadness
NN blemish,anger|disgust|fear|sadness
JJ commendable,joy|trust
NN wrongdoing,anger|disgust|sadness
VB hire,anticipation|joy|trust
JJ loathsome,anger|disgust
NN thrift,disgust|trust
JJ rising,anticipation|joy
NN sag,fear
VB agreed,trust
VB startling,surprise
JJ biennial,anticipation
NN captive,fear|sadness
NN incense,anger
JJ raging,anger|disgust|fear
NN advice,trust
NN firearms,anger|fear
JJ terminal,fear|sadness
VB flattering,joy
VB weary,sadness
VB leaning,trust
JJ emaciated,fear|sadness
NN shooter,fear
VB shanghai,disgust|fear
JJ ordained,trust
NN sarcoma,fear|sadness
NN villain,fear
VB endanger,anticipation|fear
NN renegade,anger
VB loathing,disgust
NN amusement,joy
NN poverty,anger|disgust|fear|sadness
NN exaltation,joy|trust
NN separatist,anger|disgust
JJ fierce,anger|disgust|fear
JJ unintended,surprise
NN condemnation,anger|anticipation|disgust|fear|sadness
NN hire,anticipation|joy|trust
JJ reliable,trust
NN detainee,anger|anticipation|fear|sadness
NN cabal,fear
JJ heartfelt,joy|sadness|trust
JJ mobile,anticipation
VB sing,anticipation|joy|sadness|trust
NN shoplifting,anger|disgust
VB couch,sadness
VB topple,surprise
VB spite,anger
VB wince,anger|disgust|fear|sadness
JJ military,fear
NN patient,anticipation
NN altercation,anger
NN slump,sadness
NN chemist,trust
NN bailiff,fear|trust
NN escort,trust
NN expertise,trust
JJ palpable,surprise
NN offering,trust
NN hiss,anger|fear
JJ latent,anger|anticipation|disgust|surprise
VB black,sadness
VB laughing,joy
JJ cutthroat,anger|fear
NN widow,sadness
VB regretting,sadness
JJ unaccountable,anticipation|disgust|sadness|trust
NN tyranny,fear|sadness
JJ venerable,anticipation|joy|trust
NN bowels,disgust
JJ loving,joy|trust
NN wretch,anger|disgust|sadness
RB happily,joy
NN bad,anger|disgust|fear|sadness
NN fluctuation,anger|fear
NN thrill,anticipation|fear|joy|surprise
NN enlightenment,joy|trust
NN haven,trust
